Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01239.01","Okra","2014","2014","ha","1360","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01239.01","Okra","2014","2014","kg/ha","22464.7","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01239.01","Okra","2014","2014","t","30552","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01239.01","Okra","2015","2015","ha","581","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01239.01","Okra","2015","2015","kg/ha","25838.4","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01239.01","Okra","2015","2015","t","15000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01239.01","Okra","2016","2016","ha","512","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01239.01","Okra","2016","2016","kg/ha","29321.7","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01239.01","Okra","2016","2016","t","15000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01239.01","Okra","2017","2017","ha","1143","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01239.01","Okra","2017","2017","kg/ha","31665.7","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01239.01","Okra","2017","2017","t","36179","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01239.01","Okra","2018","2018","ha","1235","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01239.01","Okra","2018","2018","kg/ha","33386.3","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01239.01","Okra","2018","2018","t","41227","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01239.01","Okra","2019","2019","ha","1009","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01239.01","Okra","2019","2019","kg/ha","34892.4","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01239.01","Okra","2019","2019","t","35200","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01239.01","Okra","2020","2020","ha","633","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01239.01","Okra","2020","2020","kg/ha","36487.2","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01239.01","Okra","2020","2020","t","23112","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01239.01","Okra","2021","2021","ha","589","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01239.01","Okra","2021","2021","kg/ha","36082.8","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01239.01","Okra","2021","2021","t","21250","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01239.01","Okra","2022","2022","ha","578","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01239.01","Okra","2022","2022","kg/ha","37171.1","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01239.01","Okra","2022","2022","t","21500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01239.01","Okra","2023","2023","ha","629","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01239.01","Okra","2023","2023","kg/ha","38259.3","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01239.01","Okra","2023","2023","t","24067.89","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","ha","1800","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","kg/ha","25000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2005","2005","t","45000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","ha","2400","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","kg/ha","25000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2006","2006","t","60000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","ha","5100","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","kg/ha","27843.1","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2007","2007","t","142000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","ha","4000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","kg/ha","37500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2008","2008","t","150000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","ha","6400","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","kg/ha","25000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2009","2009","t","160000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","ha","7500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","kg/ha","21333.3","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","t","160000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","ha","6576","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","kg/ha","28892.9","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","t","190000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","ha","6839","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","kg/ha","30707.7","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","t","210000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","ha","8133","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","kg/ha","28281.2","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","t","230000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","ha","8518","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","kg/ha","28761.6","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","t","245000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","ha","12456","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","kg/ha","29504.6","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","t","367500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","ha","13256","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","kg/ha","29664.8","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","t","393225","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","ha","13452","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","kg/ha","29735.6","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","t","400000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","ha","15348","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","kg/ha","29970.9","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","t","460000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","ha","14622","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","kg/ha","30424.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","t","444871","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","13218","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","kg/ha","31193.3","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","412305","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","ha","14066","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","kg/ha","30924.9","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","t","435000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","ha","13454","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","kg/ha","31216.7","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","420000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","ha","13376","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","kg/ha","31508.6","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","t","421464.45","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2005","2005","ha","4000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2005","2005","kg/ha","8875","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2005","2005","t","35500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2006","2006","ha","5980","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2006","2006","kg/ha","6454.8","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2006","2006","t","38600","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2007","2007","ha","6000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2007","2007","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2007","2007","t","40000","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2008","2008","ha","4107","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2008","2008","kg/ha","7305.2","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2008","2008","t","30000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2009","2009","ha","5413","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2009","2009","kg/ha","7389.8","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2009","2009","t","40000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2010","2010","ha","5476","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2010","2010","kg/ha","7304.3","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2010","2010","t","40000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2011","2011","ha","6861","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2011","2011","kg/ha","7287.7","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2011","2011","t","50000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2012","2012","ha","6189","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2012","2012","kg/ha","7271.1","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2012","2012","t","45000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2013","2013","ha","5514","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2013","2013","kg/ha","7254.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2013","2013","t","40000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2014","2014","ha","6753","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2014","2014","kg/ha","7404.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2014","2014","t","50000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2015","2015","ha","6752","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2015","2015","kg/ha","7405.3","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2015","2015","t","50000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2016","2016","ha","6447","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2016","2016","kg/ha","7461.1","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2016","2016","t","48104.02","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2017","2017","ha","6677","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2017","2017","kg/ha","7488.4","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2017","2017","t","50000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2018","2018","ha","5997","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2018","2018","kg/ha","7503.9","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2018","2018","t","45000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2019","2019","ha","6993","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2019","2019","kg/ha","7519.1","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2019","2019","t","52580","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2020","2020","ha","7568","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2020","2020","kg/ha","7505.4","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2020","2020","t","56800","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2021","2021","ha","7774","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2021","2021","kg/ha","7460.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2021","2021","t","58000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2022","2022","ha","7826","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2022","2022","kg/ha","7462.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2022","2022","t","58400","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01323","Oranges","2023","2023","ha","7739","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01323","Oranges","2023","2023","kg/ha","7464.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01323","Oranges","2023","2023","t","57767","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2005","2005","ha","645","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2005","2005","kg/ha","13505.4","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2005","2005","t","8711","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2006","2006","ha","860","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2006","2006","kg/ha","12325.6","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2006","2006","t","10600","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2007","2007","ha","1200","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2007","2007","kg/ha","8333.3","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2007","2007","t","10000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2008","2008","ha","1320","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2008","2008","kg/ha","9848.5","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2008","2008","t","13000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2009","2009","ha","1200","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2009","2009","kg/ha","8333.3","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2009","2009","t","10000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2010","2010","ha","850","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2010","2010","kg/ha","14117.6","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2010","2010","t","12000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2011","2011","ha","807","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2011","2011","kg/ha","14250.3","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2011","2011","t","11500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2012","2012","ha","845","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2012","2012","kg/ha","11834.3","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2012","2012","t","10000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2013","2013","ha","1147","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2013","2013","kg/ha","12209.6","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2013","2013","t","14000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2014","2014","ha","850","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2014","2014","kg/ha","12352.9","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2014","2014","t","10500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2015","2015","ha","1216","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2015","2015","kg/ha","12745.9","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2015","2015","t","15500","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2016","2016","ha","1151","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2016","2016","kg/ha","13026.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2016","2016","t","15000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2017","2017","ha","1150","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2017","2017","kg/ha","13041.9","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2017","2017","t","15000","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2018","2018","ha","1405","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2018","2018","kg/ha","13306.3","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2018","2018","t","18700","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2019","2019","ha","1388","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2019","2019","kg/ha","13557","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2019","2019","t","18815","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2020","2020","ha","1413","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2020","2020","kg/ha","13841.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2020","2020","t","19560","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2021","2021","ha","1531","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2021","2021","kg/ha","13796.9","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2021","2021","t","21122","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2022","2022","ha","1455","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2022","2022","kg/ha","13953.4","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2022","2022","t","20300","A","Official figure",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01241.90","Other beans, green","2023","2023","ha","1473","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5412","Yield","01241.90","Other beans, green","2023","2023","kg/ha","14111.5","E","Estimated value",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01241.90","Other beans, green","2023","2023","t","20781.21","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2005","2005","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2005","2005","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2006","2006","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","686","Senegal","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2006","2006","t","","M","Missing value; data cannot exist",""
